code,name,total,date
890000000001,Республика Мордовия,,2021-12-01
900000000001,Республика Северная Осетия - Алания,,2009-01-01
900000000001,Республика Северная Осетия - Алания,,2009-02-01
900000000001,Республика Северная Осетия - Алания,,2009-03-01
900000000001,Республика Северная Осетия - Алания,,2009-04-01
900000000001,Республика Северная Осетия - Алания,,2009-05-01
900000000001,Республика Северная Осетия - Алания,,2009-06-01
900000000001,Республика Северная Осетия - Алания,,2009-07-01
900000000001,Республика Северная Осетия - Алания,,2009-08-01
900000000001,Республика Северная Осетия - Алания,,2009-09-01
900000000001,Республика Северная Осетия - Алания,,2009-10-01
900000000001,Республика Северная Осетия - Алания,,2009-11-01
900000000001,Республика Северная Осетия - Алания,,2009-12-01
900000000001,Республика Северная Осетия - Алания,,2010-01-01
900000000001,Республика Северная Осетия - Алания,,2010-02-01
900000000001,Республика Северная Осетия - Алания,,2010-03-01
900000000001,Республика Северная Осетия - Алания,,2010-04-01
900000000001,Республика Северная Осетия - Алания,,2010-05-01
900000000001,Республика Северная Осетия - Алания,,2010-06-01
900000000001,Республика Северная Осетия - Алания,,2010-07-01
900000000001,Республика Северная Осетия - Алания,,2010-08-01
900000000001,Республика Северная Осетия - Алания,,2010-09-01
900000000001,Республика Северная Осетия - Алания,,2010-10-01
900000000001,Республика Северная Осетия - Алания,,2010-11-01
900000000001,Республика Северная Осетия - Алания,,2010-12-01
900000000001,Республика Северная Осетия - Алания,,2011-01-01
900000000001,Республика Северная Осетия - Алания,,2011-02-01
900000000001,Республика Северная Осетия - Алания,,2011-03-01
900000000001,Республика Северная Осетия - Алания,,2011-04-01
900000000001,Республика Северная Осетия - Алания,,2011-05-01
900000000001,Республика Северная Осетия - Алания,,2011-06-01
900000000001,Республика Северная Осетия - Алания,,2011-07-01
900000000001,Республика Северная Осетия - Алания,,2011-08-01
900000000001,Республика Северная Осетия - Алания,,2011-09-01
900000000001,Республика Северная Осетия - Алания,,2011-10-01
900000000001,Республика Северная Осетия - Алания,,2011-11-01
900000000001,Республика Северная Осетия - Алания,,2011-12-01
900000000001,Республика Северная Осетия - Алания,,2012-01-01
900000000001,Республика Северная Осетия - Алания,,2012-02-01
900000000001,Республика Северная Осетия - Алания,,2012-03-01
900000000001,Республика Северная Осетия - Алания,,2012-04-01
900000000001,Республика Северная Осетия - Алания,,2012-05-01
900000000001,Республика Северная Осетия - Алания,,2012-06-01
900000000001,Республика Северная Осетия - Алания,,2012-07-01
900000000001,Республика Северная Осетия - Алания,,2012-08-01
900000000001,Республика Северная Осетия - Алания,,2012-09-01
900000000001,Республика Северная Осетия - Алания,,2012-10-01
900000000001,Республика Северная Осетия - Алания,,2012-11-01
900000000001,Республика Северная Осетия - Алания,,2012-12-01
900000000001,Республика Северная Осетия - Алания,,2013-01-01
900000000001,Республика Северная Осетия - Алания,,2013-02-01
900000000001,Республика Северная Осетия - Алания,,2013-03-01
900000000001,Республика Северная Осетия - Алания,,2013-04-01
900000000001,Республика Северная Осетия - Алания,,2013-05-01
900000000001,Республика Северная Осетия - Алания,,2013-06-01
900000000001,Республика Северная Осетия - Алания,,2013-07-01
900000000001,Республика Северная Осетия - Алания,,2013-08-01
900000000001,Республика Северная Осетия - Алания,,2013-09-01
900000000001,Республика Северная Осетия - Алания,,2013-10-01
900000000001,Республика Северная Осетия - Алания,,2013-11-01
900000000001,Республика Северная Осетия - Алания,,2013-12-01
900000000001,Республика Северная Осетия - Алания,,2014-01-01
900000000001,Республика Северная Осетия - Алания,,2014-02-01
900000000001,Республика Северная Осетия - Алания,,2014-03-01
900000000001,Республика Северная Осетия - Алания,,2014-04-01
900000000001,Республика Северная Осетия - Алания,,2014-05-01
900000000001,Республика Северная Осетия - Алания,,2014-06-01
900000000001,Республика Северная Осетия - Алания,8282,2014-07-01
900000000001,Республика Северная Осетия - Алания,7855,2014-08-01
900000000001,Республика Северная Осетия - Алания,7891,2014-09-01
900000000001,Республика Северная Осетия - Алания,8160,2014-10-01
900000000001,Республика Северная Осетия - Алания,8376,2014-11-01
900000000001,Республика Северная Осетия - Алания,9021,2014-12-01
900000000001,Республика Северная Осетия - Алания,9033,2015-01-01
900000000001,Республика Северная Осетия - Алания,9679,2015-02-01
900000000001,Республика Северная Осетия - Алания,9348,2015-03-01
900000000001,Республика Северная Осетия - Алания,8887,2015-04-01
900000000001,Республика Северная Осетия - Алания,8434,2015-05-01
900000000001,Республика Северная Осетия - Алания,8350,2015-06-01
900000000001,Республика Северная Осетия - Алания,8198,2015-07-01
900000000001,Республика Северная Осетия - Алания,8230,2015-08-01
900000000001,Республика Северная Осетия - Алания,8313,2015-09-01
900000000001,Республика Северная Осетия - Алания,8122,2015-10-01
900000000001,Республика Северная Осетия - Алания,7888,2015-11-01
900000000001,Республика Северная Осетия - Алания,8095,2015-12-01
900000000001,Республика Северная Осетия - Алания,7912,2016-01-01
900000000001,Республика Северная Осетия - Алания,8475,2016-02-01
900000000001,Республика Северная Осетия - Алания,8787,2016-03-01
900000000001,Республика Северная Осетия - Алания,8740,2016-04-01
900000000001,Республика Северная Осетия - Алания,8700,2016-05-01
900000000001,Республика Северная Осетия - Алания,8499,2016-06-01
900000000001,Республика Северная Осетия - Алания,8587,2016-07-01
900000000001,Республика Северная Осетия - Алания,8576,2016-08-01
900000000001,Республика Северная Осетия - Алания,9042,2016-09-01
900000000001,Республика Северная Осетия - Алания,8618,2016-10-01
900000000001,Республика Северная Осетия - Алания,9136,2016-11-01
900000000001,Республика Северная Осетия - Алания,9054,2016-12-01
900000000001,Республика Северная Осетия - Алания,8809,2017-01-01
900000000001,Республика Северная Осетия - Алания,9030,2017-02-01
900000000001,Республика Северная Осетия - Алания,8961,2017-03-01
900000000001,Республика Северная Осетия - Алания,8733,2017-04-01
900000000001,Республика Северная Осетия - Алания,8247,2017-05-01
900000000001,Республика Северная Осетия - Алания,7957,2017-06-01
900000000001,Республика Северная Осетия - Алания,7797,2017-07-01
900000000001,Республика Северная Осетия - Алания,7783,2017-08-01
900000000001,Республика Северная Осетия - Алания,7916,2017-09-01
900000000001,Республика Северная Осетия - Алания,7986,2017-10-01
900000000001,Республика Северная Осетия - Алания,8228,2017-11-01
900000000001,Республика Северная Осетия - Алания,8442,2017-12-01
900000000001,Республика Северная Осетия - Алания,8677,2018-01-01
900000000001,Республика Северная Осетия - Алания,9000,2018-02-01
900000000001,Республика Северная Осетия - Алания,8931,2018-03-01
900000000001,Республика Северная Осетия - Алания,8806,2018-04-01
900000000001,Республика Северная Осетия - Алания,8139,2018-05-01
900000000001,Республика Северная Осетия - Алания,7545,2018-06-01
900000000001,Республика Северная Осетия - Алания,7271,2018-07-01
900000000001,Республика Северная Осетия - Алания,6920,2018-08-01
900000000001,Республика Северная Осетия - Алания,7005,2018-09-01
900000000001,Республика Северная Осетия - Алания,6667,2018-10-01
900000000001,Республика Северная Осетия - Алания,6778,2018-11-01
900000000001,Республика Северная Осетия - Алания,7262,2018-12-01
900000000001,Республика Северная Осетия - Алания,7861,2019-01-01
900000000001,Республика Северная Осетия - Алания,8940,2019-02-01
900000000001,Республика Северная Осетия - Алания,9350,2019-03-01
900000000001,Республика Северная Осетия - Алания,9208,2019-04-01
900000000001,Республика Северная Осетия - Алания,7655,2019-05-01
900000000001,Республика Северная Осетия - Алания,7006,2019-06-01
900000000001,Республика Северная Осетия - Алания,6475,2019-07-01
900000000001,Республика Северная Осетия - Алания,6167,2019-08-01
900000000001,Республика Северная Осетия - Алания,5995,2019-09-01
900000000001,Республика Северная Осетия - Алания,5827,2019-10-01
900000000001,Республика Северная Осетия - Алания,5452,2019-11-01
900000000001,Республика Северная Осетия - Алания,5466,2019-12-01
900000000001,Республика Северная Осетия - Алания,50514,2020-01-01
900000000001,Республика Северная Осетия - Алания,5623,2020-02-01
900000000001,Республика Северная Осетия - Алания,5214,2020-03-01
900000000001,Республика Северная Осетия - Алания,6830,2020-04-01
900000000001,Республика Северная Осетия - Алания,10216,2020-05-01
900000000001,Республика Северная Осетия - Алания,15353,2020-06-01
900000000001,Республика Северная Осетия - Алания,21648,2020-07-01
900000000001,Республика Северная Осетия - Алания,25217,2020-08-01
900000000001,Республика Северная Осетия - Алания,27118,2020-09-01
900000000001,Республика Северная Осетия - Алания,25824,2020-10-01
900000000001,Республика Северная Осетия - Алания,21911,2020-11-01
900000000001,Республика Северная Осетия - Алания,19404,2020-12-01
900000000001,Республика Северная Осетия - Алания,18530,2021-01-01
900000000001,Республика Северная Осетия - Алания,17611,2021-02-01
900000000001,Республика Северная Осетия - Алания,16435,2021-03-01
900000000001,Республика Северная Осетия - Алания,15560,2021-04-01
900000000001,Республика Северная Осетия - Алания,14154,2021-05-01
900000000001,Республика Северная Осетия - Алания,12962,2021-06-01
900000000001,Республика Северная Осетия - Алания,11278,2021-07-01
900000000001,Республика Северная Осетия - Алания,10677,2021-08-01
900000000001,Республика Северная Осетия - Алания,8706,2021-09-01
900000000001,Республика Северная Осетия - Алания,,2021-10-01
900000000001,Республика Северная Осетия - Алания,,2021-11-01
900000000001,Республика Северная Осетия - Алания,,2021-12-01
900000000001NA,Республика Северная Осетия-Алания,5798,2009-01-01
900000000001NA,Республика Северная Осетия-Алания,6688,2009-02-01
900000000001NA,Республика Северная Осетия-Алания,6990,2009-03-01
900000000001NA,Республика Северная Осетия-Алания,7600,2009-04-01
900000000001NA,Республика Северная Осетия-Алания,7666,2009-05-01
900000000001NA,Республика Северная Осетия-Алания,7971,2009-06-01
900000000001NA,Республика Северная Осетия-Алания,8379,2009-07-01
900000000001NA,Республика Северная Осетия-Алания,7806,2009-08-01
900000000001NA,Республика Северная Осетия-Алания,7266,2009-09-01
900000000001NA,Республика Северная Осетия-Алания,6552,2009-10-01
900000000001NA,Республика Северная Осетия-Алания,6226,2009-11-01
900000000001NA,Республика Северная Осетия-Алания,6285,2009-12-01
900000000001NA,Республика Северная Осетия-Алания,6427,2010-01-01
900000000001NA,Республика Северная Осетия-Алания,16874,2010-02-01
900000000001NA,Республика Северная Осетия-Алания,17918,2010-03-01
900000000001NA,Республика Северная Осетия-Алания,18383,2010-04-01
900000000001NA,Республика Северная Осетия-Алания,17106,2010-05-01
900000000001NA,Республика Северная Осетия-Алания,16131,2010-06-01
900000000001NA,Республика Северная Осетия-Алания,15875,2010-07-01
900000000001NA,Республика Северная Осетия-Алания,14670,2010-08-01
900000000001NA,Республика Северная Осетия-Алания,14271,2010-09-01
900000000001NA,Республика Северная Осетия-Алания,13103,2010-10-01
900000000001NA,Республика Северная Осетия-Алания,12898,2010-11-01
900000000001NA,Республика Северная Осетия-Алания,12805,2010-12-01
900000000001NA,Республика Северная Осетия-Алания,12854,2011-01-01
900000000001NA,Республика Северная Осетия-Алания,13832,2011-02-01
900000000001NA,Республика Северная Осетия-Алания,13692,2011-03-01
900000000001NA,Республика Северная Осетия-Алания,12547,2011-04-01
900000000001NA,Республика Северная Осетия-Алания,11501,2011-05-01
900000000001NA,Республика Северная Осетия-Алания,8772,2011-06-01
900000000001NA,Республика Северная Осетия-Алания,7405,2011-07-01
900000000001NA,Республика Северная Осетия-Алания,6416,2011-08-01
900000000001NA,Республика Северная Осетия-Алания,6691,2011-09-01
900000000001NA,Республика Северная Осетия-Алания,7387,2011-10-01
900000000001NA,Республика Северная Осетия-Алания,8716,2011-11-01
900000000001NA,Республика Северная Осетия-Алания,10123,2011-12-01
900000000001NA,Республика Северная Осетия-Алания,10631,2012-01-01
900000000001NA,Республика Северная Осетия-Алания,11377,2012-02-01
900000000001NA,Республика Северная Осетия-Алания,10624,2012-03-01
900000000001NA,Республика Северная Осетия-Алания,9719,2012-04-01
900000000001NA,Республика Северная Осетия-Алания,8702,2012-05-01
900000000001NA,Республика Северная Осетия-Алания,7641,2012-06-01
900000000001NA,Республика Северная Осетия-Алания,8022,2012-07-01
900000000001NA,Республика Северная Осетия-Алания,7818,2012-08-01
900000000001NA,Республика Северная Осетия-Алания,7544,2012-09-01
900000000001NA,Республика Северная Осетия-Алания,7327,2012-10-01
900000000001NA,Республика Северная Осетия-Алания,8245,2012-11-01
900000000001NA,Республика Северная Осетия-Алания,9334,2012-12-01
900000000001NA,Республика Северная Осетия-Алания,9321,2013-01-01
900000000001NA,Республика Северная Осетия-Алания,9456,2013-02-01
900000000001NA,Республика Северная Осетия-Алания,8785,2013-03-01
900000000001NA,Республика Северная Осетия-Алания,8752,2013-04-01
900000000001NA,Республика Северная Осетия-Алания,8309,2013-05-01
900000000001NA,Республика Северная Осетия-Алания,7638,2013-06-01
900000000001NA,Республика Северная Осетия-Алания,7726,2013-07-01
900000000001NA,Республика Северная Осетия-Алания,8408,2013-08-01
900000000001NA,Республика Северная Осетия-Алания,9278,2013-09-01
900000000001NA,Республика Северная Осетия-Алания,9868,2013-10-01
900000000001NA,Республика Северная Осетия-Алания,10370,2013-11-01
900000000001NA,Республика Северная Осетия-Алания,10987,2013-12-01
900000000001NA,Республика Северная Осетия-Алания,11229,2014-01-01
900000000001NA,Республика Северная Осетия-Алания,11420,2014-02-01
900000000001NA,Республика Северная Осетия-Алания,10438,2014-03-01
900000000001NA,Республика Северная Осетия-Алания,9839,2014-04-01
900000000001NA,Республика Северная Осетия-Алания,9124,2014-05-01
900000000001NA,Республика Северная Осетия-Алания,8789,2014-06-01
900000000001NA,Республика Северная Осетия-Алания,,2014-07-01
900000000001NA,Республика Северная Осетия-Алания,,2014-08-01
900000000001NA,Республика Северная Осетия-Алания,,2014-09-01
900000000001NA,Республика Северная Осетия-Алания,,2014-10-01
900000000001NA,Республика Северная Осетия-Алания,,2014-11-01
900000000001NA,Республика Северная Осетия-Алания,,2014-12-01
900000000001NA,Республика Северная Осетия-Алания,,2015-01-01
900000000001NA,Республика Северная Осетия-Алания,,2015-02-01
900000000001NA,Республика Северная Осетия-Алания,,2015-03-01
900000000001NA,Республика Северная Осетия-Алания,,2015-04-01
900000000001NA,Республика Северная Осетия-Алания,,2015-05-01
900000000001NA,Республика Северная Осетия-Алания,,2015-06-01
900000000001NA,Республика Северная Осетия-Алания,,2015-07-01
900000000001NA,Республика Северная Осетия-Алания,,2015-08-01
900000000001NA,Республика Северная Осетия-Алания,,2015-09-01
900000000001NA,Республика Северная Осетия-Алания,,2015-10-01
900000000001NA,Республика Северная Осетия-Алания,,2015-11-01
900000000001NA,Республика Северная Осетия-Алания,,2015-12-01
900000000001NA,Республика Северная Осетия-Алания,,2016-01-01
900000000001NA,Республика Северная Осетия-Алания,,2016-02-01
900000000001NA,Республика Северная Осетия-Алания,,2016-03-01
900000000001NA,Республика Северная Осетия-Алания,,2016-04-01
900000000001NA,Республика Северная Осетия-Алания,,2016-05-01
900000000001NA,Республика Северная Осетия-Алания,,2016-06-01
900000000001NA,Республика Северная Осетия-Алания,,2016-07-01
900000000001NA,Республика Северная Осетия-Алания,,2016-08-01
900000000001NA,Республика Северная Осетия-Алания,,2016-09-01
900000000001NA,Республика Северная Осетия-Алания,,2016-10-01
900000000001NA,Республика Северная Осетия-Алания,,2016-11-01
900000000001NA,Республика Северная Осетия-Алания,,2016-12-01
900000000001NA,Республика Северная Осетия-Алания,,2017-01-01
900000000001NA,Республика Северная Осетия-Алания,,2017-02-01
900000000001NA,Республика Северная Осетия-Алания,,2017-03-01
900000000001NA,Республика Северная Осетия-Алания,,2017-04-01
900000000001NA,Республика Северная Осетия-Алания,,2017-05-01
900000000001NA,Республика Северная Осетия-Алания,,2017-06-01
900000000001NA,Республика Северная Осетия-Алания,,2017-07-01
900000000001NA,Республика Северная Осетия-Алания,,2017-08-01
900000000001NA,Республика Северная Осетия-Алания,,2017-09-01
900000000001NA,Республика Северная Осетия-Алания,,2017-10-01
900000000001NA,Республика Северная Осетия-Алания,,2017-11-01
900000000001NA,Республика Северная Осетия-Алания,,2017-12-01
900000000001NA,Республика Северная Осетия-Алания,,2018-01-01
900000000001NA,Республика Северная Осетия-Алания,,2018-02-01
900000000001NA,Республика Северная Осетия-Алания,,2018-03-01
900000000001NA,Республика Северная Осетия-Алания,,2018-04-01
900000000001NA,Республика Северная Осетия-Алания,,2018-05-01
900000000001NA,Республика Северная Осетия-Алания,,2018-06-01
900000000001NA,Республика Северная Осетия-Алания,,2018-07-01
900000000001NA,Республика Северная Осетия-Алания,,2018-08-01
900000000001NA,Республика Северная Осетия-Алания,,2018-09-01
900000000001NA,Республика Северная Осетия-Алания,,2018-10-01
900000000001NA,Республика Северная Осетия-Алания,,2018-11-01
900000000001NA,Республика Северная Осетия-Алания,,2018-12-01
900000000001NA,Республика Северная Осетия-Алания,,2019-01-01
900000000001NA,Республика Северная Осетия-Алания,,2019-02-01
900000000001NA,Республика Северная Осетия-Алания,,2019-03-01
900000000001NA,Республика Северная Осетия-Алания,,2019-04-01
900000000001NA,Республика Северная Осетия-Алания,,2019-05-01
900000000001NA,Республика Северная Осетия-Алания,,2019-06-01
900000000001NA,Республика Северная Осетия-Алания,,2019-07-01
900000000001NA,Республика Северная Осетия-Алания,,2019-08-01
900000000001NA,Республика Северная Осетия-Алания,,2019-09-01
900000000001NA,Республика Северная Осетия-Алания,,2019-10-01
900000000001NA,Республика Северная Осетия-Алания,,2019-11-01
900000000001NA,Республика Северная Осетия-Алания,,2019-12-01
900000000001NA,Республика Северная Осетия-Алания,,2020-01-01
900000000001NA,Республика Северная Осетия-Алания,,2020-02-01
900000000001NA,Республика Северная Осетия-Алания,,2020-03-01
900000000001NA,Республика Северная Осетия-Алания,,2020-04-01
900000000001NA,Республика Северная Осетия-Алания,,2020-05-01
900000000001NA,Республика Северная Осетия-Алания,,2020-06-01
900000000001NA,Республика Северная Осетия-Алания,,2020-07-01
900000000001NA,Республика Северная Осетия-Алания,,2020-08-01
900000000001NA,Республика Северная Осетия-Алания,,2020-09-01
900000000001NA,Республика Северная Осетия-Алания,,2020-10-01
900000000001NA,Республика Северная Осетия-Алания,,2020-11-01
900000000001NA,Республика Северная Осетия-Алания,,2020-12-01
900000000001NA,Республика Северная Осетия-Алания,,2021-01-01
900000000001NA,Республика Северная Осетия-Алания,,2021-02-01
900000000001NA,Республика Северная Осетия-Алания,,2021-03-01
900000000001NA,Республика Северная Осетия-Алания,,2021-04-01
900000000001NA,Республика Северная Осетия-Алания,,2021-05-01
900000000001NA,Республика Северная Осетия-Алания,,2021-06-01
900000000001NA,Республика Северная Осетия-Алания,,2021-07-01
900000000001NA,Республика Северная Осетия-Алания,,2021-08-01
900000000001NA,Республика Северная Осетия-Алания,,2021-09-01
900000000001NA,Республика Северная Осетия-Алания,,2021-10-01
900000000001NA,Республика Северная Осетия-Алания,,2021-11-01
900000000001NA,Республика Северная Осетия-Алания,,2021-12-01
910000000001,Карачаево-Черкесская Республика,,2009-01-01
910000000001,Карачаево-Черкесская Республика,,2009-02-01
910000000001,Карачаево-Черкесская Республика,,2009-03-01
910000000001,Карачаево-Черкесская Республика,,2009-04-01
910000000001,Карачаево-Черкесская Республика,,2009-05-01
910000000001,Карачаево-Черкесская Республика,,2009-06-01
910000000001,Карачаево-Черкесская Республика,,2009-07-01
910000000001,Карачаево-Черкесская Республика,,2009-08-01
910000000001,Карачаево-Черкесская Республика,,2009-09-01
910000000001,Карачаево-Черкесская Республика,,2009-10-01
910000000001,Карачаево-Черкесская Республика,,2009-11-01
910000000001,Карачаево-Черкесская Республика,,2009-12-01
910000000001,Карачаево-Черкесская Республика,,2010-01-01
910000000001,Карачаево-Черкесская Республика,,2010-02-01
910000000001,Карачаево-Черкесская Республика,,2010-03-01
910000000001,Карачаево-Черкесская Республика,,2010-04-01
910000000001,Карачаево-Черкесская Республика,,2010-05-01
910000000001,Карачаево-Черкесская Республика,,2010-06-01
910000000001,Карачаево-Черкесская Республика,,2010-07-01
910000000001,Карачаево-Черкесская Республика,,2010-08-01
910000000001,Карачаево-Черкесская Республика,,2010-09-01
910000000001,Карачаево-Черкесская Республика,,2010-10-01
910000000001,Карачаево-Черкесская Республика,,2010-11-01
910000000001,Карачаево-Черкесская Республика,,2010-12-01
910000000001,Карачаево-Черкесская Республика,,2011-01-01
910000000001,Карачаево-Черкесская Республика,,2011-02-01
910000000001,Карачаево-Черкесская Республика,,2011-03-01
910000000001,Карачаево-Черкесская Республика,,2011-04-01
910000000001,Карачаево-Черкесская Республика,,2011-05-01
910000000001,Карачаево-Черкесская Республика,,2011-06-01
910000000001,Карачаево-Черкесская Республика,,2011-07-01
910000000001,Карачаево-Черкесская Республика,,2011-08-01
910000000001,Карачаево-Черкесская Республика,,2011-09-01
910000000001,Карачаево-Черкесская Республика,,2011-10-01
910000000001,Карачаево-Черкесская Республика,,2011-11-01
910000000001,Карачаево-Черкесская Республика,,2011-12-01
910000000001,Карачаево-Черкесская Республика,,2012-01-01
910000000001,Карачаево-Черкесская Республика,,2012-02-01
910000000001,Карачаево-Черкесская Республика,,2012-03-01
910000000001,Карачаево-Черкесская Республика,,2012-04-01
910000000001,Карачаево-Черкесская Республика,,2012-05-01
910000000001,Карачаево-Черкесская Республика,,2012-06-01
910000000001,Карачаево-Черкесская Республика,,2012-07-01
910000000001,Карачаево-Черкесская Республика,,2012-08-01
910000000001,Карачаево-Черкесская Республика,,2012-09-01
910000000001,Карачаево-Черкесская Республика,,2012-10-01
910000000001,Карачаево-Черкесская Республика,,2012-11-01
910000000001,Карачаево-Черкесская Республика,,2012-12-01
910000000001,Карачаево-Черкесская Республика,,2013-01-01
910000000001,Карачаево-Черкесская Республика,,2013-02-01
910000000001,Карачаево-Черкесская Республика,,2013-03-01
910000000001,Карачаево-Черкесская Республика,,2013-04-01
910000000001,Карачаево-Черкесская Республика,,2013-05-01
910000000001,Карачаево-Черкесская Республика,,2013-06-01
910000000001,Карачаево-Черкесская Республика,,2013-07-01
910000000001,Карачаево-Черкесская Республика,,2013-08-01
910000000001,Карачаево-Черкесская Республика,,2013-09-01
910000000001,Карачаево-Черкесская Республика,,2013-10-01
910000000001,Карачаево-Черкесская Республика,,2013-11-01
910000000001,Карачаево-Черкесская Республика,,2013-12-01
910000000001,Карачаево-Черкесская Республика,,2014-01-01
910000000001,Карачаево-Черкесская Республика,,2014-02-01
910000000001,Карачаево-Черкесская Республика,,2014-03-01
910000000001,Карачаево-Черкесская Республика,,2014-04-01
910000000001,Карачаево-Черкесская Республика,,2014-05-01
910000000001,Карачаево-Черкесская Республика,,2014-06-01
910000000001,Карачаево-Черкесская Республика,4411,2014-07-01
910000000001,Карачаево-Черкесская Республика,4326,2014-08-01
910000000001,Карачаево-Черкесская Республика,4109,2014-09-01
910000000001,Карачаево-Черкесская Республика,3964,2014-10-01
910000000001,Карачаево-Черкесская Республика,3964,2014-11-01
910000000001,Карачаево-Черкесская Республика,4086,2014-12-01
910000000001,Карачаево-Черкесская Республика,4028,2015-01-01
910000000001,Карачаево-Черкесская Республика,4319,2015-02-01
910000000001,Карачаево-Черкесская Республика,4298,2015-03-01
910000000001,Карачаево-Черкесская Республика,4449,2015-04-01
910000000001,Карачаево-Черкесская Республика,4443,2015-05-01
910000000001,Карачаево-Черкесская Республика,4369,2015-06-01
910000000001,Карачаево-Черкесская Республика,4312,2015-07-01
910000000001,Карачаево-Черкесская Республика,4108,2015-08-01
910000000001,Карачаево-Черкесская Республика,3895,2015-09-01
910000000001,Карачаево-Черкесская Республика,3709,2015-10-01
910000000001,Карачаево-Черкесская Республика,3723,2015-11-01
910000000001,Карачаево-Черкесская Республика,3931,2015-12-01
910000000001,Карачаево-Черкесская Республика,3960,2016-01-01
910000000001,Карачаево-Черкесская Республика,4343,2016-02-01
910000000001,Карачаево-Черкесская Республика,4433,2016-03-01
910000000001,Карачаево-Черкесская Республика,4422,2016-04-01
910000000001,Карачаево-Черкесская Республика,4238,2016-05-01
910000000001,Карачаево-Черкесская Республика,4033,2016-06-01
910000000001,Карачаево-Черкесская Республика,4006,2016-07-01
910000000001,Карачаево-Черкесская Республика,3758,2016-08-01
910000000001,Карачаево-Черкесская Республика,3647,2016-09-01
910000000001,Карачаево-Черкесская Республика,3668,2016-10-01
910000000001,Карачаево-Черкесская Республика,3815,2016-11-01
910000000001,Карачаево-Черкесская Республика,3917,2016-12-01
910000000001,Карачаево-Черкесская Республика,3839,2017-01-01
910000000001,Карачаево-Черкесская Республика,3942,2017-02-01
910000000001,Карачаево-Черкесская Республика,3871,2017-03-01
910000000001,Карачаево-Черкесская Республика,3702,2017-04-01
910000000001,Карачаево-Черкесская Республика,3648,2017-05-01
910000000001,Карачаево-Черкесская Республика,3597,2017-06-01
910000000001,Карачаево-Черкесская Республика,3508,2017-07-01
910000000001,Карачаево-Черкесская Республика,3377,2017-08-01
910000000001,Карачаево-Черкесская Республика,3286,2017-09-01
910000000001,Карачаево-Черкесская Республика,3379,2017-10-01
910000000001,Карачаево-Черкесская Республика,3432,2017-11-01
910000000001,Карачаево-Черкесская Республика,3583,2017-12-01
910000000001,Карачаево-Черкесская Республика,3409,2018-01-01
910000000001,Карачаево-Черкесская Республика,3434,2018-02-01
910000000001,Карачаево-Черкесская Республика,3347,2018-03-01
910000000001,Карачаево-Черкесская Республика,3260,2018-04-01
910000000001,Карачаево-Черкесская Республика,3191,2018-05-01
910000000001,Карачаево-Черкесская Республика,3059,2018-06-01
910000000001,Карачаево-Черкесская Республика,2996,2018-07-01
910000000001,Карачаево-Черкесская Республика,2960,2018-08-01
910000000001,Карачаево-Черкесская Республика,2872,2018-09-01
910000000001,Карачаево-Черкесская Республика,2769,2018-10-01
910000000001,Карачаево-Черкесская Республика,2847,2018-11-01
910000000001,Карачаево-Черкесская Республика,2933,2018-12-01
910000000001,Карачаево-Черкесская Республика,2940,2019-01-01
910000000001,Карачаево-Черкесская Республика,3175,2019-02-01
910000000001,Карачаево-Черкесская Республика,3353,2019-03-01
910000000001,Карачаево-Черкесская Республика,3487,2019-04-01
910000000001,Карачаево-Черкесская Республика,3313,2019-05-01
910000000001,Карачаево-Черкесская Республика,3133,2019-06-01
910000000001,Карачаево-Черкесская Республика,3057,2019-07-01
910000000001,Карачаево-Черкесская Республика,2976,2019-08-01
910000000001,Карачаево-Черкесская Республика,2860,2019-09-01
910000000001,Карачаево-Черкесская Республика,2712,2019-10-01
910000000001,Карачаево-Черкесская Республика,2688,2019-11-01
910000000001,Карачаево-Черкесская Республика,2757,2019-12-01
910000000001,Карачаево-Черкесская Республика,5187,2020-01-01
910000000001,Карачаево-Черкесская Республика,2832,2020-02-01
910000000001,Карачаево-Черкесская Республика,2887,2020-03-01
910000000001,Карачаево-Черкесская Республика,3884,2020-04-01
910000000001,Карачаево-Черкесская Республика,5903,2020-05-01
910000000001,Карачаево-Черкесская Республика,12752,2020-06-01
910000000001,Карачаево-Черкесская Республика,21761,2020-07-01
910000000001,Карачаево-Черкесская Республика,25465,2020-08-01
910000000001,Карачаево-Черкесская Республика,26565,2020-09-01
910000000001,Карачаево-Черкесская Республика,25486,2020-10-01
910000000001,Карачаево-Черкесская Республика,23931,2020-11-01
910000000001,Карачаево-Черкесская Республика,22495,2020-12-01
910000000001,Карачаево-Черкесская Республика,18838,2021-01-01
910000000001,Карачаево-Черкесская Республика,8812,2021-02-01
910000000001,Карачаево-Черкесская Республика,4588,2021-03-01
910000000001,Карачаево-Черкесская Республика,5057,2021-04-01
910000000001,Карачаево-Черкесская Республика,5034,2021-05-01
910000000001,Карачаево-Черкесская Республика,4260,2021-06-01
910000000001,Карачаево-Черкесская Республика,4011,2021-07-01
910000000001,Карачаево-Черкесская Республика,3490,2021-08-01
910000000001,Карачаево-Черкесская Республика,3376,2021-09-01
910000000001,Карачаево-Черкесская Республика,,2021-10-01
910000000001,Карачаево-Черкесская Республика,,2021-11-01
910000000001,Карачаево-Черкесская Республика,,2021-12-01
910000000001NA,Карачаево-Черкесская Республика,26931,2009-01-01
910000000001NA,Карачаево-Черкесская Республика,29176,2009-02-01
